#Fluorescent yield data from Kaastra and Mewe 1993A&AS...97..443K
label    z  state  s   delta  il    E      omega
  620   16    3    1     2    5      60.8   0.0001
  621   16    3    1     3    5      59.7   0.0005
  622   16    3    1     1    6      63.0   0.0001
  623   16    3    1     2    6      62.0   0.0003
  624   16    3    1     3    6      61.0   0.0010
  625   16    3    1     1    7     236.7   0.0001
  626   16    3    1     2    7     254.7   0.0004
  627   16    3    1     3    7     271.7   0.0001
  628   16    3    1     1    9     164.7   0.0002
  629   16    3    1     2    9     168.5   0.0004
  630   16    3    1     3    9     171.2   0.0614
  631   16    3    1     0   12     159.2   0.0004
  632   16    3    1     1   12     163.4   0.0021
  633   16    3    1     2   12     167.3   0.0144
  634   16    3    1     3   12     170.0   0.1930
  635   16    3    1     0   16       8.8   0.0004
  636   16    3    1     1   16      10.3   0.0930
  637   16    3    1     2   16      25.4   0.0508
  638   16    3    1     3   16      40.7   0.0897
  639   16    3    2     0    6      64.0   0.0001
  640   16    3    2     0    7     232.0   0.0001
  641   16    3    2     1    9     164.7   0.0003
  642   16    3    2     1   12     163.4   0.0070
  643   16    3    2     1   16      10.3   0.0509
  644   16    3    2     2   16      25.4   0.4415
  645   16    3    3     0    9     160.4   0.0005
  646   16    3    3     0   16       8.8   0.0005
  647   16    3    3     1   16      10.3   0.5958
  648   16    3    4     0   12     159.2   0.0074
  649   16    3    4     0   16       8.8   0.0074
  650   16    3    4     1   16      10.3   1.3777
  651   16    3    5     0   16       8.8   1.0000
  652   16    4    1     0    1    2348.6   0.0275
  653   16    4    1     0    2    2350.2   0.0550
  654   16    4    1     0    3    2523.5   0.0012
  655   16    4    1     1    5      60.8   0.0005
  656   16    4    1     2    5      59.7   0.0128
  657   16    4    1     1    6      62.0   0.0009
  658   16    4    1     2    6      61.0   0.0255
  659   16    4    1     1    7     254.7   0.0008
  660   16    4    1     2    7     271.7   0.0074
  661   16    4    1     1    9     168.5   0.0005
  662   16    4    1     2    9     171.2   0.1496
  663   16    4    1     0   12     163.4   0.0006
  664   16    4    1     1   12     167.3   0.0036
  665   16    4    1     2   12     170.0   0.7002
  666   16    4    1     0   16      10.3   0.0006
  667   16    4    1     1   16      25.4   0.0465
  668   16    4    1     2   16      40.7   0.3669
  669   16    4    2     0    5      61.7   0.0002
  670   16    4    2     0    6      63.0   0.0004
  671   16    4    2     0    7     236.7   0.0003
  672   16    4    2     1    9     168.5   0.0066
  673   16    4    2     1   12     167.3   0.0054
  674   16    4    2     1   16      25.4   0.0702
  675   16    4    3     0    9     164.7   0.0015
  676   16    4    3     0   16      10.3   0.0015
  677   16    4    3     1   16      25.4   0.1097
  678   16    4    4     0   12     163.4   0.0107
  679   16    4    4     0   16      10.3   0.0107
  680   16    4    4     1   16      25.4   0.7617
  681   16    4    5     0   16      10.3   1.0000
  682   16    5    1     0    1    2361.6   0.0281
  683   16    5    1     0    2    2363.2   0.0562
  684   16    5    1     1    5      59.7   0.0046
  685   16    5    1     2    5      61.2   0.0207
  686   16    5    1     1    6      61.0   0.0092
  687   16    5    1     2    6      62.5   0.0414
  688   16    5    1     0    9     168.5   0.0004
  689   16    5    1     1    9     171.2   0.0172
  690   16    5    1     0   12     167.3   0.0008
  691   16    5    1     1   12     170.0   0.0344
  692   16    5    2     0    5      60.8   0.0029
  693   16    5    2     0    6      62.0   0.0058
  694   16    5    2     0   12     167.3   0.0001
  695   16    5    3     0    9     168.5   0.0138
  696   16    5    4     0   12     167.3   0.0138
  697   16    6    1     0    1    2376.8   0.0286
  698   16    6    1     0    2    2377.9   0.0573
  699   16    6    1     1    5      61.2   0.1192
  700   16    6    1     1    6      62.5   0.2384
  701   16    6    1     0    9     171.2   0.0286
  702   16    6    1     1    9     194.3   0.2988
  703   16    6    1     0   12     170.0   0.0573
  704   16    6    1     1   12     193.0   0.5975
  705   16    6    2     0    5      59.7   0.3333
  706   16    6    2     0    6      61.0   0.6667
  707   16    6    2     0    9     171.2   0.3333
  708   16    6    2     0   12     170.0   0.6667
  709   16    6    3     0    9     171.2   1.0000
  710   16    6    4     0   12     170.0   1.0000
  711   16    7    1     0    1    2385.6   0.0292
  712   16    7    1     0    2    2387.3   0.0583
  713   16    7    1     1    5      55.2   0.1194
  714   16    7    1     1    6      55.2   0.2388
  715   16    7    2     0    5      61.2   0.3333
  716   16    7    2     0    6      62.5   0.6667
  717   16    8    1     0    1    2397.7   0.0393
  718   16    8    1     0    2    2397.7   0.0590
  719   16    8    1     1    5      47.0   0.1683
  720   16    8    1     1    6      47.0   0.2524
  721   16    8    2     0    5      55.2   0.4000
  722   16    8    2     0    6      55.2   0.6000
  723   16    9    1     0    1    2406.0   0.0564
  724   16    9    1     0    2    2406.0   0.0564
  725   16    9    1     1    5      21.8   0.2565
  726   16    9    1     1    6      21.8   0.2565
  727   16    9    2     0    5      47.0   0.5000
  728   16    9    2     0    6      47.0   0.5000
  729   16   10    1     0    1    2396.1   0.0887
  730   16   10    1     0    2    2396.1   0.0443
  731   16   10    1     1    5      23.3   0.4439
  732   16   10    1     1    6      80.8   0.2219
  733   16   10    2     0    5      21.8   0.6667
  734   16   10    2     0    6      21.8   0.3333
  735   16   11    1     0    1    2397.2   0.1661
  736   16   11    1     1    5      24.7   0.9822
  737   16   11    2     0    5      23.3   1.0000
  738   16   12    1     0    1    2395.5   0.1446
  739   16   12    1     1    5      87.4   0.3946
  740   16   12    2     0    5      24.7   1.0000
  741   17    1    1     0    1    2621.2   0.0295
  742   17    1    1     0    2    2623.0   0.0591
  743   17    1    1     0    3    2815.8   0.0028
  744   17    1    1     0    4    2815.8   0.0041
  745   17    1    1     1    8     271.2   0.0001
  746   17    1    1     1    9     189.6   0.0001
  747   17    1    1     2    9     195.7   0.0001
  748   17    1    1     3    9     200.5   0.0001
  749   17    1    1     4    9     204.9   0.0001
  750   17    1    1     1   12     188.0   0.0002
  751   17    1    1     2   12     194.1   0.0004
  752   17    1    1     3   12     198.9   0.0002
  753   17    1    1     4   12     203.2   0.0001
  754   17    1    1     1   16      12.2   0.0115
  755   17    1    1     2   16       9.0   0.0213
  756   17    1    1     3   16      10.6   0.1754
  757   17    1    1     4   16      12.2   0.1195
  758   17    1    1     5   16      29.4   0.0105
  759   17    1    1     1   17      12.2   0.0164
  760   17    1    1     2   17       9.0   0.0296
  761   17    1    1     3   17      24.2   0.2256
  762   17    1    1     4   17      39.9   0.1367
  763   17    1    1     5   17      57.1   0.0106
  764   17    1    2     0    7     264.1   0.0001
  765   17    1    2     0    8     264.1   0.0002
  766   17    1    2     1    9     189.6   0.0001
  767   17    1    2     1   12     188.0   0.0003
  768   17    1    2     1   16      12.2   0.0174
  769   17    1    2     2   16       9.0   0.3082
  770   17    1    2     1   17      12.2   0.0260
  771   17    1    2     2   17       9.0   0.4314
  772   17    1    3     0    9     183.1   0.0003
  773   17    1    3     0   16      11.6   0.0001
  774   17    1    3     1   16      12.2   0.0763
  775   17    1    3     0   17      11.6   0.0002
  776   17    1    3     1   17      12.2   0.1993
  777   17    1    4     0   12     181.5   0.0004
  778   17    1    4     0   16      11.6   0.0001
  779   17    1    4     1   16      12.2   0.1394
  780   17    1    4     0   17      11.6   0.0002
  781   17    1    4     1   17      12.2   0.1524
  782   17    1    5     0   16      11.6   0.4000
  783   17    1    5     0   17      11.6   0.6000
  784   17    2    1     0    1    2636.3   0.0302
  785   17    2    1     0    2    2638.2   0.0603
  786   17    2    1     0    3    2837.9   0.0028
  787   17    2    1     0    4    2837.9   0.0028
  788   17    2    1     1    9     195.7   0.0001
  789   17    2    1     2    9     200.5   0.0002
  790   17    2    1     3    9     204.9   0.0003
  791   17    2    1     4    9     207.7   0.0002
  792   17    2    1     1   12     194.1   0.0003
  793   17    2    1     2   12     198.9   0.0011
  794   17    2    1     3   12     203.2   0.0009
  795   17    2    1     4   12     206.0   0.0007
  796   17    2    1     1   16       9.0   0.0189
  797   17    2    1     2   16      10.6   0.0316
  798   17    2    1     3   16      12.2   0.3545
  799   17    2    1     4   16      29.4   0.0750

  800   17    2    1     1   17       9.0   0.0162
  801   17    2    1     2   17      24.2   0.0244
  802   17    2    1     3   17      39.9   0.2052
  803   17    2    1     4   17      57.1   0.0399
  804   17    2    2     0    7     271.2   0.0001
  805   17    2    2     0    8     271.2   0.0001
  806   17    2    2     1    9     195.7   0.0002
  807   17    2    2     1   12     194.1   0.0005
  808   17    2    2     1   16       9.0   0.0212
  809   17    2    2     2   16      10.6   0.4761
  810   17    2    2     1   17       9.0   0.0212
  811   17    2    2     2   17      24.2   0.3893
  812   17    2    3     0    9     189.6   0.0003
  813   17    2    3     0   16      12.2   0.0002
  814   17    2    3     1   16       9.0   0.1207
  815   17    2    3     0   17      12.2   0.0002
  816   17    2    3     1   17       9.0   0.2136
  817   17    2    4     0   12     188.0   0.0007
  818   17    2    4     0   16      12.2   0.0003
  819   17    2    4     1   16       9.0   0.2336
  820   17    2    4     0   17      12.2   0.0003
  821   17    2    4     1   17       9.0   0.1434
  822   17    2    5     0   16      12.2   0.5000
  823   17    2    5     0   17      12.2   0.5000
  824   17    3    1     0    1    2651.6   0.0308
  825   17    3    1     0    2    2652.8   0.0616
  826   17    3    1     0    3    2856.3   0.0029
  827   17    3    1     0    4    2856.3   0.0014
  828   17    3    1     1    7     279.5   0.0001
  829   17    3    1     2    7     284.4   0.0001
  830   17    3    1     1    8     293.1   0.0001
  831   17    3    1     1    9     200.5   0.0001
  832   17    3    1     2    9     204.9   0.0003
  833   17    3    1     3    9     207.7   0.0010
  834   17    3    1     4    9     210.5   0.0027
  835   17    3    1     0   12     194.1   0.0001
  836   17    3    1     1   12     198.9   0.0006
  837   17    3    1     2   12     203.2   0.0050
  838   17    3    1     3   12     206.0   0.0049
  839   17    3    1     4   12     208.8   0.0145
  840   17    3    1     0   16       9.0   0.0001
  841   17    3    1     1   16      10.6   0.0373
  842   17    3    1     2   16      12.2   0.0616
  843   17    3    1     3   16      29.4   0.2692
  844   17    3    1     4   16      46.6   0.0061
  845   17    3    1     1   17      24.2   0.0116
  846   17    3    1     2   17      39.9   0.0123
  847   17    3    1     3   17      57.1   0.0373
  848   17    3    2     0    6      71.0   0.0001
  849   17    3    2     0    7     274.1   0.0001
  850   17    3    2     0    8     274.1   0.0001
  851   17    3    2     1    9     200.5   0.0002
  852   17    3    2     1   12     198.9   0.0017
  853   17    3    2     1   16      10.6   0.0285
  854   17    3    2     2   16      12.2   0.8541
  855   17    3    2     1   17      24.2   0.0138
  856   17    3    2     2   17      39.9   0.2416
  857   17    3    3     0    9     195.7   0.0005
  858   17    3    3     0   16       9.0   0.0003
  859   17    3    3     1   16      10.6   0.2241
  860   17    3    3     0   17       9.0   0.0002
  861   17    3    3     1   17      24.2   0.2023
  862   17    3    4     0   12     194.1   0.0016
  863   17    3    4     0   16       9.0   0.0010
  864   17    3    4     1   16      10.6   0.4704
  865   17    3    4     0   17       9.0   0.0005
  866   17    3    4     1   17      24.2   0.0757
  867   17    3    5     0   16       9.0   0.6667
  868   17    3    5     0   17       9.0   0.3333
  869   17    4    1     0    1    2664.4   0.0315
  870   17    4    1     0    2    2666.2   0.0629
  871   17    4    1     0    3    2875.4   0.0029
  872   17    4    1     1    5      67.3   0.0003
  873   17    4    1     2    5      66.3   0.0008
  874   17    4    1     1    6      69.0   0.0006
  875   17    4    1     2    6      68.0   0.0017
  876   17    4    1     1    7     284.4   0.0017
  877   17    4    1     2    7     303.4   0.0039
  878   17    4    1     1    9     204.9   0.0002
  879   17    4    1     2    9     207.7   0.0003
  880   17    4    1     0   12     198.9   0.0007
  881   17    4    1     1   12     203.2   0.0030
  882   17    4    1     2   12     206.0   0.0244
